headline_id,headline_raw,headline_clean,label,domain,source
SHFN0710,Masu shirya baje koli ta shirya gasar wakokin gargajiya a Kaduna bayan taron shekara shekara domin kara wayar da kai,masu shirya baje koli ta shirya gasar wakokin gargajiya a kaduna bayan taron shekara shekara domin kara wayar da kai,Real,Entertainment,artv kano
SHFN0711,Hukumar al'adu ta shirya horon rubuta labarai a Daura a wannan mako domin kara wayar da kai,hukumar al adu ta shirya horon rubuta labarai a daura a wannan mako domin kara wayar da kai,Real,Entertainment,freedom radio
SHFN0712,Kungiyar marubuta ta fara taron matasa masu fasaha a Yobe gabanin damina domin taimaka wa jama'a,kungiyar marubuta ta fara taron matasa masu fasaha a yobe gabanin damina domin taimaka wa jama a,Real,Entertainment,freedom radio
SHFN0713,Kungiyar masu wasan kwaikwayo ta kaddamar da taron karfafa sana'ar fim a Jigawa a makon farko na shekara domin taimaka wa jama'a,kungiyar masu wasan kwaikwayo ta kaddamar da taron karfafa sana ar fim a jigawa a makon farko na shekara domin taimaka wa jama a,Real,Entertainment,freedom radio
SHFN0714,Hukumar al'adu ta fara horon rubuta labarai a Kano a farkon watan Janairu bayan kammala shirye shirye,hukumar al adu ta fara horon rubuta labarai a kano a farkon watan janairu bayan kammala shirye shirye,Real,Entertainment,freedom radio
SHFN0715,Kungiyar marubuta ta kaddamar da baje kolin kayan al'adu a Azare nan da kwanaki kadan a matsayin wani bangare na sabon shiri,kungiyar marubuta ta kaddamar da baje kolin kayan al adu a azare nan da kwanaki kadan a matsayin wani bangare na sabon shiri,Real,Entertainment,freedom radio
SHFN0716,Kungiyar marubuta ta fara taron matasa masu fasaha a Sokoto a makon farko na shekara bayan zaman tuntuba,kungiyar marubuta ta fara taron matasa masu fasaha a sokoto a makon farko na shekara bayan zaman tuntuba,Real,Entertainment,freedom radio
SHFN0717,Kungiyar masu shirya fina finai ta kaddamar da horon rubuta labarai a Zamfara a wannan mako domin kara wayar da kai,kungiyar masu shirya fina finai ta kaddamar da horon rubuta labarai a zamfara a wannan mako domin kara wayar da kai,Real,Entertainment,freedom radio
SHFN0718,Kungiyar marubuta ta fara bikin nuna sabbin fina finai a Borno a wannan mako domin kara wayar da kai,kungiyar marubuta ta fara bikin nuna sabbin fina finai a borno a wannan mako domin kara wayar da kai,Real,Entertainment,freedom radio
SHFN0719,Kungiyar mawaka ta shirya bikin nuna sabbin fina finai a Kano bayan hutun karshen shekara domin inganta ayyuka,kungiyar mawaka ta shirya bikin nuna sabbin fina finai a kano bayan hutun karshen shekara domin inganta ayyuka,Real,Entertainment,freedom radio
SHFN0720,Kungiyar masu shirya fina finai ta shirya gasar wakokin gargajiya a Kano bayan hutun karshen shekara domin taimaka wa jama'a,kungiyar masu shirya fina finai ta shirya gasar wakokin gargajiya a kano bayan hutun karshen shekara domin taimaka wa jama a,Real,Entertainment,freedom radio
SHFN0721,Kungiyar masu wasan kwaikwayo ta kaddamar da taron karfafa sana'ar fim a Jigawa gabanin damina bayan tattaunawa da masu ruwa da tsaki,kungiyar masu wasan kwaikwayo ta kaddamar da taron karfafa sana ar fim a jigawa gabanin damina bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,freedom radio
SHFN0722,Kungiyar masu wasan kwaikwayo ta fara horon rubuta labarai a Abuja a farkon watan Janairu domin taimaka wa jama'a,kungiyar masu wasan kwaikwayo ta fara horon rubuta labarai a abuja a farkon watan janairu domin taimaka wa jama a,Real,Entertainment,freedom radio
SHFN0723,Hukumar al'adu ta shirya baje kolin kayan al'adu a Gombe a cikin wannan wata bayan kammala shirye shirye,hukumar al adu ta shirya baje kolin kayan al adu a gombe a cikin wannan wata bayan kammala shirye shirye,Real,Entertainment,freedom radio
SHFN0724,Kungiyar masu shirya fina finai ta sanar da taron karfafa sana'ar fim a Bauchi gabanin damina bayan zaman tuntuba,kungiyar masu shirya fina finai ta sanar da taron karfafa sana ar fim a bauchi gabanin damina bayan zaman tuntuba,Real,Entertainment,freedom radio
SHFN0725,Hukumar al'adu ta sanar da horon rubuta labarai a Borno a ranar Juma'a bayan tattaunawa da masu ruwa da tsaki,hukumar al adu ta sanar da horon rubuta labarai a borno a ranar juma a bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,freedom radio
SHFN0726,Kungiyar masu wasan kwaikwayo ta shirya gasar wakokin gargajiya a Kebbi gabanin damina bayan zaman tuntuba,kungiyar masu wasan kwaikwayo ta shirya gasar wakokin gargajiya a kebbi gabanin damina bayan zaman tuntuba,Real,Entertainment,freedom radio
SHFN0727,Kungiyar mawaka ta sanar da taron karfafa sana'ar fim a Borno a wannan kakar domin kara wayar da kai,kungiyar mawaka ta sanar da taron karfafa sana ar fim a borno a wannan kakar domin kara wayar da kai,Real,Entertainment,freedom radio
SHFN0728,Kungiyar masu shirya fina finai ta shirya horon rubuta labarai a Kaduna bayan taron shekara shekara domin inganta ayyuka,kungiyar masu shirya fina finai ta shirya horon rubuta labarai a kaduna bayan taron shekara shekara domin inganta ayyuka,Real,Entertainment,freedom radio
SHFN0729,Kungiyar mawaka ta kaddamar da gasar wakokin gargajiya a Adamawa nan da kwanaki kadan domin inganta ayyuka,kungiyar mawaka ta kaddamar da gasar wakokin gargajiya a adamawa nan da kwanaki kadan domin inganta ayyuka,Real,Entertainment,freedom radio
SHFN0730,Hukumar al'adu ta sanar da bikin nuna sabbin fina finai a Yobe bayan hutun karshen shekara domin saukaka wa al'umma,hukumar al adu ta sanar da bikin nuna sabbin fina finai a yobe bayan hutun karshen shekara domin saukaka wa al umma,Real,Entertainment,freedom radio
SHFN0731,Kungiyar marubuta ta sanar da taron matasa masu fasaha a Yobe nan da kwanaki kadan bayan zaman tuntuba,kungiyar marubuta ta sanar da taron matasa masu fasaha a yobe nan da kwanaki kadan bayan zaman tuntuba,Real,Entertainment,freedom radio
SHFN0732,Kungiyar mawaka ta fara horon rubuta labarai a Kaduna a ranar Litinin domin kara wayar da kai,kungiyar mawaka ta fara horon rubuta labarai a kaduna a ranar litinin domin kara wayar da kai,Real,Entertainment,freedom radio
SHFN0733,Hukumar al'adu ta sanar da gasar wakokin gargajiya a Nasarawa a wannan mako domin taimaka wa jama'a,hukumar al adu ta sanar da gasar wakokin gargajiya a nasarawa a wannan mako domin taimaka wa jama a,Real,Entertainment,freedom radio
SHFN0734,Kungiyar mawaka ta kaddamar da taron karfafa sana'ar fim a Abuja a ranar Juma'a bayan zaman tuntuba,kungiyar mawaka ta kaddamar da taron karfafa sana ar fim a abuja a ranar juma a bayan zaman tuntuba,Real,Entertainment,freedom radio
SHFN0735,Masu shirya baje koli ta sanar da taron matasa masu fasaha a Borno a cikin wannan wata bayan tattaunawa da masu ruwa da tsaki,masu shirya baje koli ta sanar da taron matasa masu fasaha a borno a cikin wannan wata bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,freedom radio
SHFN0736,Kungiyar masu wasan kwaikwayo ta fara taron matasa masu fasaha a Adamawa gabanin damina a matsayin wani bangare na sabon shiri,kungiyar masu wasan kwaikwayo ta fara taron matasa masu fasaha a adamawa gabanin damina a matsayin wani bangare na sabon shiri,Real,Entertainment,freedom radio
SHFN0737,Kungiyar masu wasan kwaikwayo ta shirya gasar wakokin gargajiya a Daura a ranar Juma'a domin saukaka wa al'umma,kungiyar masu wasan kwaikwayo ta shirya gasar wakokin gargajiya a daura a ranar juma a domin saukaka wa al umma,Real,Entertainment,freedom radio
SHFN0738,Masu shirya baje koli ta kaddamar da baje kolin kayan al'adu a Abuja a karshen mako domin kara wayar da kai,masu shirya baje koli ta kaddamar da baje kolin kayan al adu a abuja a karshen mako domin kara wayar da kai,Real,Entertainment,freedom radio
SHFN0739,Kungiyar marubuta ta fara bikin nuna sabbin fina finai a Yobe a ranar Juma'a bayan kammala shirye shirye,kungiyar marubuta ta fara bikin nuna sabbin fina finai a yobe a ranar juma a bayan kammala shirye shirye,Real,Entertainment,freedom radio
SHFN0740,Kungiyar mawaka ta sanar da baje kolin kayan al'adu a Adamawa a cikin wannan wata domin taimaka wa jama'a,kungiyar mawaka ta sanar da baje kolin kayan al adu a adamawa a cikin wannan wata domin taimaka wa jama a,Real,Entertainment,freedom radio
SHFN0741,Kungiyar marubuta ta kaddamar da baje kolin kayan al'adu a Sokoto nan da kwanaki kadan domin inganta ayyuka,kungiyar marubuta ta kaddamar da baje kolin kayan al adu a sokoto nan da kwanaki kadan domin inganta ayyuka,Real,Entertainment,freedom radio
SHFN0742,Kungiyar masu wasan kwaikwayo ta shirya taron matasa masu fasaha a Adamawa a farkon watan Janairu domin inganta ayyuka,kungiyar masu wasan kwaikwayo ta shirya taron matasa masu fasaha a adamawa a farkon watan janairu domin inganta ayyuka,Real,Entertainment,freedom radio
SHFN0743,Kungiyar marubuta ta kaddamar da taron karfafa sana'ar fim a Kebbi a wannan kakar domin kara wayar da kai,kungiyar marubuta ta kaddamar da taron karfafa sana ar fim a kebbi a wannan kakar domin kara wayar da kai,Real,Entertainment,freedom radio
SHFN0744,Masu shirya baje koli ta sanar da horon rubuta labarai a Gusau bayan hutun karshen shekara bayan tattaunawa da masu ruwa da tsaki,masu shirya baje koli ta sanar da horon rubuta labarai a gusau bayan hutun karshen shekara bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,freedom radio
SHFN0745,Kungiyar masu shirya fina finai ta sanar da taron matasa masu fasaha a Kano bayan hutun karshen shekara domin inganta ayyuka,kungiyar masu shirya fina finai ta sanar da taron matasa masu fasaha a kano bayan hutun karshen shekara domin inganta ayyuka,Real,Entertainment,freedom radio
SHFN0746,Kungiyar marubuta ta sanar da bikin nuna sabbin fina finai a Jigawa a farkon watan Janairu bayan kammala shirye shirye,kungiyar marubuta ta sanar da bikin nuna sabbin fina finai a jigawa a farkon watan janairu bayan kammala shirye shirye,Real,Entertainment,freedom radio
SHFN0747,Kungiyar masu shirya fina finai ta kaddamar da baje kolin kayan al'adu a Borno a wannan mako bayan tattaunawa da masu ruwa da tsaki,kungiyar masu shirya fina finai ta kaddamar da baje kolin kayan al adu a borno a wannan mako bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,freedom radio
SHFN0748,Kungiyar masu wasan kwaikwayo ta shirya gasar wakokin gargajiya a Gombe a cikin wannan wata bayan tattaunawa da masu ruwa da tsaki,kungiyar masu wasan kwaikwayo ta shirya gasar wakokin gargajiya a gombe a cikin wannan wata bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,freedom radio
SHFN0749,Kungiyar mawaka ta fara bikin nuna sabbin fina finai a Zaria a karshen mako domin kara wayar da kai,kungiyar mawaka ta fara bikin nuna sabbin fina finai a zaria a karshen mako domin kara wayar da kai,Real,Entertainment,freedom radio
SHFN0750,Kungiyar marubuta ta sanar da taron matasa masu fasaha a Sokoto bayan taron shekara shekara domin saukaka wa al'umma,kungiyar marubuta ta sanar da taron matasa masu fasaha a sokoto bayan taron shekara shekara domin saukaka wa al umma,Real,Entertainment,freedom radio
SHFN0751,Kungiyar masu shirya fina finai ta sanar da bikin nuna sabbin fina finai a Katsina a makon farko na shekara bayan kammala shirye shirye,kungiyar masu shirya fina finai ta sanar da bikin nuna sabbin fina finai a katsina a makon farko na shekara bayan kammala shirye shirye,Real,Entertainment,freedom radio
SHFN0752,Kungiyar masu shirya fina finai ta fara taron matasa masu fasaha a Yobe a farkon watan Janairu bayan zaman tuntuba,kungiyar masu shirya fina finai ta fara taron matasa masu fasaha a yobe a farkon watan janairu bayan zaman tuntuba,Real,Entertainment,freedom radio
SHFN0753,Kungiyar masu shirya fina finai ta sanar da taron matasa masu fasaha a Katsina a ranar Litinin domin inganta ayyuka,kungiyar masu shirya fina finai ta sanar da taron matasa masu fasaha a katsina a ranar litinin domin inganta ayyuka,Real,Entertainment,freedom radio
SHFN0754,Kungiyar mawaka ta sanar da horon rubuta labarai a Azare bayan taron shekara shekara domin inganta ayyuka,kungiyar mawaka ta sanar da horon rubuta labarai a azare bayan taron shekara shekara domin inganta ayyuka,Real,Entertainment,freedom radio
SHFN0755,Kungiyar mawaka ta shirya taron karfafa sana'ar fim a Bauchi nan da kwanaki kadan domin saukaka wa al'umma,kungiyar mawaka ta shirya taron karfafa sana ar fim a bauchi nan da kwanaki kadan domin saukaka wa al umma,Real,Entertainment,premium times
SHFN0756,Kungiyar marubuta ta fara baje kolin kayan al'adu a Borno bayan taron shekara shekara domin taimaka wa jama'a,kungiyar marubuta ta fara baje kolin kayan al adu a borno bayan taron shekara shekara domin taimaka wa jama a,Real,Entertainment,premium times
SHFN0757,Masu shirya baje koli ta kaddamar da taron karfafa sana'ar fim a Nasarawa bayan hutun karshen shekara domin taimaka wa jama'a,masu shirya baje koli ta kaddamar da taron karfafa sana ar fim a nasarawa bayan hutun karshen shekara domin taimaka wa jama a,Real,Entertainment,premium times
SHFN0758,Kungiyar masu wasan kwaikwayo ta fara taron karfafa sana'ar fim a Abuja bayan hutun karshen shekara domin inganta ayyuka,kungiyar masu wasan kwaikwayo ta fara taron karfafa sana ar fim a abuja bayan hutun karshen shekara domin inganta ayyuka,Real,Entertainment,premium times
SHFN0759,Kungiyar masu shirya fina finai ta kaddamar da taron karfafa sana'ar fim a Zaria a ranar Litinin domin kara wayar da kai,kungiyar masu shirya fina finai ta kaddamar da taron karfafa sana ar fim a zaria a ranar litinin domin kara wayar da kai,Real,Entertainment,premium times
SHFN0760,Kungiyar mawaka ta fara taron karfafa sana'ar fim a Azare a ranar Juma'a domin taimaka wa jama'a,kungiyar mawaka ta fara taron karfafa sana ar fim a azare a ranar juma a domin taimaka wa jama a,Real,Entertainment,premium times
SHFN0761,Kungiyar marubuta ta fara horon rubuta labarai a Nasarawa a ranar Juma'a bayan kammala shirye shirye,kungiyar marubuta ta fara horon rubuta labarai a nasarawa a ranar juma a bayan kammala shirye shirye,Real,Entertainment,premium times
SHFN0762,Kungiyar mawaka ta shirya baje kolin kayan al'adu a Hadejia a ranar Juma'a a matsayin wani bangare na sabon shiri,kungiyar mawaka ta shirya baje kolin kayan al adu a hadejia a ranar juma a a matsayin wani bangare na sabon shiri,Real,Entertainment,premium times
SHFN0763,Hukumar al'adu ta sanar da bikin nuna sabbin fina finai a Kaduna bayan hutun karshen shekara bayan tattaunawa da masu ruwa da tsaki,hukumar al adu ta sanar da bikin nuna sabbin fina finai a kaduna bayan hutun karshen shekara bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,premium times
SHFN0764,Hukumar al'adu ta shirya bikin nuna sabbin fina finai a Gusau a cikin wannan wata bayan zaman tuntuba,hukumar al adu ta shirya bikin nuna sabbin fina finai a gusau a cikin wannan wata bayan zaman tuntuba,Real,Entertainment,premium times
SHFN0765,Masu shirya baje koli ta shirya horon rubuta labarai a Daura gabanin damina domin inganta ayyuka,masu shirya baje koli ta shirya horon rubuta labarai a daura gabanin damina domin inganta ayyuka,Real,Entertainment,premium times
SHFN0766,Kungiyar masu wasan kwaikwayo ta sanar da bikin nuna sabbin fina finai a Jigawa a karshen mako bayan zaman tuntuba,kungiyar masu wasan kwaikwayo ta sanar da bikin nuna sabbin fina finai a jigawa a karshen mako bayan zaman tuntuba,Real,Entertainment,premium times
SHFN0767,Hukumar al'adu ta shirya bikin nuna sabbin fina finai a Hadejia a wannan kakar bayan zaman tuntuba,hukumar al adu ta shirya bikin nuna sabbin fina finai a hadejia a wannan kakar bayan zaman tuntuba,Real,Entertainment,premium times
SHFN0768,Masu shirya baje koli ta sanar da taron karfafa sana'ar fim a Daura a cikin wannan wata bayan tattaunawa da masu ruwa da tsaki,masu shirya baje koli ta sanar da taron karfafa sana ar fim a daura a cikin wannan wata bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,premium times
SHFN0769,Kungiyar mawaka ta shirya bikin nuna sabbin fina finai a Daura a wannan kakar a matsayin wani bangare na sabon shiri,kungiyar mawaka ta shirya bikin nuna sabbin fina finai a daura a wannan kakar a matsayin wani bangare na sabon shiri,Real,Entertainment,premium times
SHFN0770,Kungiyar masu wasan kwaikwayo ta fara taron karfafa sana'ar fim a Bauchi a karshen mako domin inganta ayyuka,kungiyar masu wasan kwaikwayo ta fara taron karfafa sana ar fim a bauchi a karshen mako domin inganta ayyuka,Real,Entertainment,premium times
SHFN0771,Kungiyar mawaka ta sanar da baje kolin kayan al'adu a Sokoto a ranar Juma'a a matsayin wani bangare na sabon shiri,kungiyar mawaka ta sanar da baje kolin kayan al adu a sokoto a ranar juma a a matsayin wani bangare na sabon shiri,Real,Entertainment,premium times
SHFN0772,Kungiyar masu wasan kwaikwayo ta shirya bikin nuna sabbin fina finai a Kebbi a karshen mako domin saukaka wa al'umma,kungiyar masu wasan kwaikwayo ta shirya bikin nuna sabbin fina finai a kebbi a karshen mako domin saukaka wa al umma,Real,Entertainment,premium times
SHFN0773,Kungiyar mawaka ta sanar da taron matasa masu fasaha a Kano a wannan mako domin kara wayar da kai,kungiyar mawaka ta sanar da taron matasa masu fasaha a kano a wannan mako domin kara wayar da kai,Real,Entertainment,premium times
SHFN0774,Kungiyar mawaka ta sanar da gasar wakokin gargajiya a Borno a wannan kakar a matsayin wani bangare na sabon shiri,kungiyar mawaka ta sanar da gasar wakokin gargajiya a borno a wannan kakar a matsayin wani bangare na sabon shiri,Real,Entertainment,premium times
SHFN0775,Kungiyar marubuta ta fara taron matasa masu fasaha a Yobe a makon farko na shekara bayan kammala shirye shirye,kungiyar marubuta ta fara taron matasa masu fasaha a yobe a makon farko na shekara bayan kammala shirye shirye,Real,Entertainment,premium times
SHFN0776,Masu shirya baje koli ta kaddamar da gasar wakokin gargajiya a Sokoto a karshen mako domin saukaka wa al'umma,masu shirya baje koli ta kaddamar da gasar wakokin gargajiya a sokoto a karshen mako domin saukaka wa al umma,Real,Entertainment,premium times
SHFN0777,Kungiyar masu wasan kwaikwayo ta sanar da taron matasa masu fasaha a Zaria a makon farko na shekara bayan zaman tuntuba,kungiyar masu wasan kwaikwayo ta sanar da taron matasa masu fasaha a zaria a makon farko na shekara bayan zaman tuntuba,Real,Entertainment,premium times
SHFN0778,Kungiyar marubuta ta fara taron karfafa sana'ar fim a Daura gabanin damina bayan zaman tuntuba,kungiyar marubuta ta fara taron karfafa sana ar fim a daura gabanin damina bayan zaman tuntuba,Real,Entertainment,premium times
SHFN0779,Kungiyar mawaka ta sanar da gasar wakokin gargajiya a Kano nan da kwanaki kadan domin kara wayar da kai,kungiyar mawaka ta sanar da gasar wakokin gargajiya a kano nan da kwanaki kadan domin kara wayar da kai,Real,Entertainment,premium times
SHFN0780,Kungiyar marubuta ta fara baje kolin kayan al'adu a Zaria a wannan mako domin kara wayar da kai,kungiyar marubuta ta fara baje kolin kayan al adu a zaria a wannan mako domin kara wayar da kai,Real,Entertainment,premium times
SHFN0781,Hukumar al'adu ta shirya bikin nuna sabbin fina finai a Jigawa nan da kwanaki kadan domin kara wayar da kai,hukumar al adu ta shirya bikin nuna sabbin fina finai a jigawa nan da kwanaki kadan domin kara wayar da kai,Real,Entertainment,premium times
SHFN0782,Kungiyar masu shirya fina finai ta shirya baje kolin kayan al'adu a Minna a ranar Juma'a domin kara wayar da kai,kungiyar masu shirya fina finai ta shirya baje kolin kayan al adu a minna a ranar juma a domin kara wayar da kai,Real,Entertainment,premium times
SHFN0783,Kungiyar mawaka ta kaddamar da bikin nuna sabbin fina finai a Daura bayan taron shekara shekara bayan tattaunawa da masu ruwa da tsaki,kungiyar mawaka ta kaddamar da bikin nuna sabbin fina finai a daura bayan taron shekara shekara bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,premium times
SHFN0784,Kungiyar masu shirya fina finai ta fara horon rubuta labarai a Minna a farkon watan Janairu domin saukaka wa al'umma,kungiyar masu shirya fina finai ta fara horon rubuta labarai a minna a farkon watan janairu domin saukaka wa al umma,Real,Entertainment,premium times
SHFN0785,Kungiyar marubuta ta fara horon rubuta labarai a Minna a wannan kakar bayan tattaunawa da masu ruwa da tsaki,kungiyar marubuta ta fara horon rubuta labarai a minna a wannan kakar bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,premium times
SHFN0786,Kungiyar marubuta ta shirya bikin nuna sabbin fina finai a Jigawa a cikin wannan wata bayan kammala shirye shirye,kungiyar marubuta ta shirya bikin nuna sabbin fina finai a jigawa a cikin wannan wata bayan kammala shirye shirye,Real,Entertainment,premium times
SHFN0787,Kungiyar masu wasan kwaikwayo ta kaddamar da horon rubuta labarai a Yobe a karshen mako domin taimaka wa jama'a,kungiyar masu wasan kwaikwayo ta kaddamar da horon rubuta labarai a yobe a karshen mako domin taimaka wa jama a,Real,Entertainment,premium times
SHFN0788,Kungiyar masu wasan kwaikwayo ta shirya bikin nuna sabbin fina finai a Zamfara a farkon watan Janairu domin kara wayar da kai,kungiyar masu wasan kwaikwayo ta shirya bikin nuna sabbin fina finai a zamfara a farkon watan janairu domin kara wayar da kai,Real,Entertainment,premium times
SHFN0789,Kungiyar masu wasan kwaikwayo ta kaddamar da horon rubuta labarai a Nasarawa bayan hutun karshen shekara bayan zaman tuntuba,kungiyar masu wasan kwaikwayo ta kaddamar da horon rubuta labarai a nasarawa bayan hutun karshen shekara bayan zaman tuntuba,Real,Entertainment,premium times
SHFN0790,Kungiyar marubuta ta kaddamar da gasar wakokin gargajiya a Gusau a wannan kakar a matsayin wani bangare na sabon shiri,kungiyar marubuta ta kaddamar da gasar wakokin gargajiya a gusau a wannan kakar a matsayin wani bangare na sabon shiri,Real,Entertainment,premium times
SHFN0791,Kungiyar masu shirya fina finai ta fara horon rubuta labarai a Gombe nan da kwanaki kadan domin taimaka wa jama'a,kungiyar masu shirya fina finai ta fara horon rubuta labarai a gombe nan da kwanaki kadan domin taimaka wa jama a,Real,Entertainment,premium times
SHFN0792,Hukumar al'adu ta fara horon rubuta labarai a Adamawa a wannan kakar bayan tattaunawa da masu ruwa da tsaki,hukumar al adu ta fara horon rubuta labarai a adamawa a wannan kakar bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,premium times
SHFN0793,Hukumar al'adu ta kaddamar da bikin nuna sabbin fina finai a Jigawa nan da kwanaki kadan domin saukaka wa al'umma,hukumar al adu ta kaddamar da bikin nuna sabbin fina finai a jigawa nan da kwanaki kadan domin saukaka wa al umma,Real,Entertainment,premium times
SHFN0794,Kungiyar mawaka ta shirya taron matasa masu fasaha a Zaria a farkon watan Janairu a matsayin wani bangare na sabon shiri,kungiyar mawaka ta shirya taron matasa masu fasaha a zaria a farkon watan janairu a matsayin wani bangare na sabon shiri,Real,Entertainment,premium times
SHFN0795,Kungiyar marubuta ta shirya bikin nuna sabbin fina finai a Kano a makon farko na shekara bayan tattaunawa da masu ruwa da tsaki,kungiyar marubuta ta shirya bikin nuna sabbin fina finai a kano a makon farko na shekara bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,premium times
SHFN0796,Masu shirya baje koli ta kaddamar da taron matasa masu fasaha a Zaria a ranar Juma'a a matsayin wani bangare na sabon shiri,masu shirya baje koli ta kaddamar da taron matasa masu fasaha a zaria a ranar juma a a matsayin wani bangare na sabon shiri,Real,Entertainment,premium times
SHFN0797,Hukumar al'adu ta sanar da taron karfafa sana'ar fim a Gusau bayan taron shekara shekara a matsayin wani bangare na sabon shiri,hukumar al adu ta sanar da taron karfafa sana ar fim a gusau bayan taron shekara shekara a matsayin wani bangare na sabon shiri,Real,Entertainment,premium times
SHFN0798,Kungiyar masu wasan kwaikwayo ta shirya baje kolin kayan al'adu a Daura a farkon watan Janairu domin saukaka wa al'umma,kungiyar masu wasan kwaikwayo ta shirya baje kolin kayan al adu a daura a farkon watan janairu domin saukaka wa al umma,Real,Entertainment,premium times
SHFN0799,Hukumar al'adu ta shirya taron karfafa sana'ar fim a Kaduna nan da kwanaki kadan domin inganta ayyuka,hukumar al adu ta shirya taron karfafa sana ar fim a kaduna nan da kwanaki kadan domin inganta ayyuka,Real,Entertainment,premium times
SHFN0800,Kungiyar masu shirya fina finai ta sanar da bikin nuna sabbin fina finai a Kaduna a makon farko na shekara domin taimaka wa jama'a,kungiyar masu shirya fina finai ta sanar da bikin nuna sabbin fina finai a kaduna a makon farko na shekara domin taimaka wa jama a,Real,Entertainment,premium times
SHFN0801,Kungiyar masu wasan kwaikwayo ta fara bikin nuna sabbin fina finai a Gusau a wannan mako domin inganta ayyuka,kungiyar masu wasan kwaikwayo ta fara bikin nuna sabbin fina finai a gusau a wannan mako domin inganta ayyuka,Real,Entertainment,premium times
SHFN0802,Masu shirya baje koli ta sanar da bikin nuna sabbin fina finai a Katsina a makon farko na shekara domin kara wayar da kai,masu shirya baje koli ta sanar da bikin nuna sabbin fina finai a katsina a makon farko na shekara domin kara wayar da kai,Real,Entertainment,premium times
SHFN0803,Kungiyar masu shirya fina finai ta shirya bikin nuna sabbin fina finai a Jigawa a wannan kakar domin saukaka wa al'umma,kungiyar masu shirya fina finai ta shirya bikin nuna sabbin fina finai a jigawa a wannan kakar domin saukaka wa al umma,Real,Entertainment,premium times
SHFN0804,Kungiyar masu wasan kwaikwayo ta sanar da taron matasa masu fasaha a Gusau a makon farko na shekara domin kara wayar da kai,kungiyar masu wasan kwaikwayo ta sanar da taron matasa masu fasaha a gusau a makon farko na shekara domin kara wayar da kai,Real,Entertainment,premium times
SHFN0805,Hukumar al'adu ta fara gasar wakokin gargajiya a Kano a wannan kakar bayan tattaunawa da masu ruwa da tsaki,hukumar al adu ta fara gasar wakokin gargajiya a kano a wannan kakar bayan tattaunawa da masu ruwa da tsaki,Real,Entertainment,premium times
SHFN0806,Masu shirya baje koli ta sanar da baje kolin kayan al'adu a Sokoto a farkon watan Janairu domin inganta ayyuka,masu shirya baje koli ta sanar da baje kolin kayan al adu a sokoto a farkon watan janairu domin inganta ayyuka,Real,Entertainment,premium times
SHFN0807,Hukumar al'adu ta fara horon rubuta labarai a Adamawa a wannan mako domin kara wayar da kai,hukumar al adu ta fara horon rubuta labarai a adamawa a wannan mako domin kara wayar da kai,Real,Entertainment,premium times
SHFN0808,Kungiyar masu wasan kwaikwayo ta sanar da taron karfafa sana'ar fim a Gombe a wannan kakar bayan zaman tuntuba,kungiyar masu wasan kwaikwayo ta sanar da taron karfafa sana ar fim a gombe a wannan kakar bayan zaman tuntuba,Real,Entertainment,premium times
SHFN0809,Kungiyar marubuta ta fara taron karfafa sana'ar fim a Sokoto nan da kwanaki kadan bayan kammala shirye shirye,kungiyar marubuta ta fara taron karfafa sana ar fim a sokoto nan da kwanaki kadan bayan kammala shirye shirye,Real,Entertainment,premium times
SHFN0810,Kungiyar mawaka ta fara horon rubuta labarai a Kebbi bayan hutun karshen shekara bayan zaman tuntuba,kungiyar mawaka ta fara horon rubuta labarai a kebbi bayan hutun karshen shekara bayan zaman tuntuba,Real,Entertainment,premium times
SHFN0811,Hukumar al'adu ta fara taron matasa masu fasaha a Yobe a makon farko na shekara domin kara wayar da kai,hukumar al adu ta fara taron matasa masu fasaha a yobe a makon farko na shekara domin kara wayar da kai,Real,Entertainment,premium times
SHFN0812,Kungiyar mawaka ta sanar da taron matasa masu fasaha a Kaduna a karshen mako bayan kammala shirye shirye,kungiyar mawaka ta sanar da taron matasa masu fasaha a kaduna a karshen mako bayan kammala shirye shirye,Real,Entertainment,premium times
SHFN0813,Kungiyar masu wasan kwaikwayo ta fara taron karfafa sana'ar fim a Jigawa a wannan mako domin saukaka wa al'umma,kungiyar masu wasan kwaikwayo ta fara taron karfafa sana ar fim a jigawa a wannan mako domin saukaka wa al umma,Real,Entertainment,premium times
SHFN0814,Kungiyar mawaka ta sanar da gasar wakokin gargajiya a Zamfara a makon farko na shekara domin saukaka wa al'umma,kungiyar mawaka ta sanar da gasar wakokin gargajiya a zamfara a makon farko na shekara domin saukaka wa al umma,Real,Entertainment,premium times
